UID,Datatype,Recipient,Condition,Class
3,7,14,4,1
3,7,14,1,1
3,7,14,2,1
3,7,14,3,1
3,7,14,5,1
3,13,1,0,0
3,13,2,0,0
3,13,5,0,0
3,13,3,0,0
3,13,4,0,0
3,13,7,0,0
3,13,8,0,0
3,13,6,0,1
3,13,9,0,0
3,13,10,0,1
3,13,1,0,0
3,13,2,0,0
3,13,3,0,0
3,13,5,0,0
3,13,4,0,0
3,13,7,0,0
3,13,8,0,0
3,13,6,0,0
3,13,9,0,0
3,13,10,0,0
3,13,11,0,0
3,13,12,0,0
3,13,12,0,1
3,13,14,0,0
3,13,15,0,0
3,13,11,0,0
3,13,11,4,0
3,13,11,1,0
3,13,11,2,0
3,13,11,3,0
3,13,11,5,0
3,15,1,0,0
3,15,2,0,0
3,15,3,0,0
3,15,4,0,0
3,15,5,0,0
3,15,6,0,1
3,15,7,0,0
3,15,8,0,0
3,15,9,0,0
3,15,10,0,0
3,15,11,0,0
3,15,11,4,0
3,15,11,1,0
3,15,11,2,0
3,15,11,3,0
3,15,11,5,0
3,15,12,0,0
3,15,12,4,0
3,15,12,1,0
3,15,12,2,0
3,15,12,3,0
3,15,12,5,0
3,15,15,0,0
3,15,15,4,0
3,15,15,1,0
3,15,15,2,0
3,15,15,3,0
3,15,15,5,0
4,3,1,0,0
4,3,2,0,0
4,3,3,0,0
4,3,4,0,0
4,3,5,0,0
4,3,6,0,1
4,3,7,0,0
4,3,8,0,0
4,3,9,0,0
4,3,10,0,1
4,3,11,0,1
4,3,12,0,1
4,3,12,0,1
4,3,14,0,1
4,3,15,0,1
4,3,11,0,0
4,3,11,4,0
4,3,11,1,0
4,3,11,2,0
4,3,11,3,0
4,3,11,5,0
4,3,12,0,1
4,3,12,4,0
4,3,12,1,0
4,3,12,2,0
4,3,12,3,0
4,3,12,5,0
4,5,11,0,1
4,5,12,0,1
4,5,12,0,1
4,5,14,0,1
4,5,15,0,1
4,5,11,0,1
4,5,11,4,1
4,5,11,1,1
4,5,11,2,1
4,5,11,3,1
4,5,11,5,1
4,5,12,0,1
4,5,12,4,1
4,5,12,1,1
4,5,12,2,1
4,5,12,3,1
4,5,12,5,1
4,5,15,0,1
4,5,15,4,1
4,5,15,1,1
4,5,15,2,1
4,5,15,3,1
4,5,15,5,1
4,8,1,0,0
4,8,2,0,0
4,8,3,0,0
4,8,4,0,0
4,8,5,0,0
4,8,6,0,0
4,8,7,0,0
4,8,8,0,0
4,8,9,0,0
4,8,10,0,0
4,8,11,0,0
4,8,12,0,0
4,8,12,0,1
4,8,14,0,1
4,8,15,0,1
4,8,11,0,1
4,8,11,4,0
4,8,11,1,0
4,8,11,2,0
4,8,11,3,0
4,8,11,5,0
4,8,12,0,1
4,8,12,4,0
4,8,12,1,0
4,8,12,2,0
4,8,12,3,0
4,8,12,5,0
4,10,1,0,1
4,10,2,0,1
4,10,3,0,1
4,10,4,0,1
4,10,5,0,1
4,10,6,0,1
4,10,7,0,1
4,10,8,0,1
4,10,9,0,1
4,10,10,0,1
4,10,11,0,1
4,10,12,0,1
4,10,12,0,1
4,10,14,0,1
4,10,15,0,1
4,10,11,0,1
4,10,11,4,1
4,10,11,1,1
4,10,11,2,1
4,10,11,3,1
4,10,11,5,1
4,10,12,0,0
4,10,12,4,0
4,10,12,1,0
4,10,12,2,0
4,10,12,3,0
4,10,12,5,0
4,10,14,0,1
4,10,14,4,1
4,10,14,1,1
4,10,14,2,1
4,10,14,3,1
4,10,14,5,1
4,10,15,0,1
4,10,15,4,1
4,10,15,1,1
4,10,15,2,1
4,10,15,3,1
4,10,15,5,1
4,13,1,0,0
4,13,2,0,0
4,13,5,0,0
4,13,3,0,0
4,13,4,0,0
4,13,7,0,0
4,13,8,0,0
4,13,6,0,1
4,13,9,0,0
4,13,10,0,1
4,13,1,0,1
4,13,2,0,1
4,13,3,0,1
4,13,5,0,1
4,13,4,0,1
4,13,7,0,1
4,13,8,0,1
4,13,6,0,1
4,13,9,0,1
4,13,10,0,1
4,13,11,0,1
4,13,11,4,1
4,13,11,1,1
4,13,11,2,1
4,13,11,3,1
4,13,11,5,1
4,13,14,0,1
4,13,14,4,1
4,13,14,1,1
4,13,14,2,1
4,13,14,3,1
4,13,14,5,1
4,14,1,0,0
4,14,2,0,0
4,14,3,0,0
4,14,4,0,0
4,14,5,0,0
4,14,6,0,0
4,14,7,0,0
4,14,8,0,0
4,14,9,0,0
4,14,10,0,0
4,14,12,0,1
4,14,12,4,0
4,14,12,1,0
4,14,12,2,0
4,14,12,3,0
4,14,12,5,0
4,14,12,0,1
4,14,12,4,1
4,14,12,1,1
4,14,12,2,1
4,14,12,3,1
4,14,12,5,1
4,14,14,0,1
4,14,14,4,1
4,14,14,1,1
4,14,14,2,1
4,14,14,3,1
4,14,14,5,1
5,2,1,0,1
5,2,2,0,1
5,2,3,0,1
5,2,4,0,1
5,2,5,0,1
5,2,6,0,1
5,2,7,0,1
5,2,8,0,1
5,2,9,0,1
5,2,10,0,1
5,2,1,0,1
5,2,2,0,1
5,2,3,0,1
5,2,4,0,1
5,2,5,0,1
5,2,6,0,1
5,2,7,0,1
5,2,8,0,1
5,2,9,0,1
5,2,10,0,1
5,2,12,0,1
5,2,12,4,0
5,2,12,1,0
5,2,12,2,0
5,2,12,3,0
5,2,12,5,0
5,2,12,0,1
5,2,12,4,1
5,2,12,1,1
5,2,12,2,1
5,2,12,3,1
5,2,12,5,1
5,4,1,0,0
5,4,2,0,0
5,4,3,0,0
5,4,4,0,0
5,4,5,0,0
5,4,6,0,1
5,4,7,0,0
5,4,8,0,0
5,4,10,0,1
5,4,9,0,0
5,4,11,0,1
5,4,11,4,0
5,4,11,1,0
5,4,11,2,0
5,4,11,3,0
5,4,11,5,0
5,4,12,0,1
5,4,12,4,1
5,4,12,1,1
5,4,12,2,1
5,4,12,3,1
5,4,12,5,1
5,4,12,0,1
5,4,12,4,1
5,4,12,1,1
5,4,12,2,1
5,4,12,3,1
5,4,12,5,1
5,8,1,0,0
5,8,2,0,0
5,8,3,0,0
5,8,4,0,0
5,8,5,0,0
5,8,6,0,0
5,8,7,0,0
5,8,8,0,0
5,8,9,0,0
5,8,10,0,1
5,8,11,0,1
5,8,11,4,1
5,8,11,1,1
5,8,11,2,1
5,8,11,3,1
5,8,11,5,1
5,8,12,0,1
5,8,12,4,0
5,8,12,1,0
5,8,12,2,0
5,8,12,3,0
5,8,12,5,0
5,8,15,0,1
5,8,15,4,1
5,8,15,1,1
5,8,15,2,1
5,8,15,3,1
5,8,15,5,1
5,10,11,0,0
5,10,12,0,0
5,10,12,0,0
5,10,14,0,1
5,10,15,0,1
5,10,11,0,1
5,10,11,4,0
5,10,11,1,0
5,10,11,2,0
5,10,11,3,0
5,10,11,5,0
5,10,12,0,1
5,10,12,4,0
5,10,12,1,0
5,10,12,2,0
5,10,12,3,0
5,10,12,5,0
5,10,12,0,1
5,10,12,4,1
5,10,12,1,0
5,10,12,2,0
5,10,12,3,1
5,10,12,5,1
5,10,14,0,1
5,10,14,4,1
5,10,14,1,1
5,10,14,2,1
5,10,14,3,1
5,10,14,5,1
5,10,15,0,1
5,10,15,4,0
5,10,15,1,0
5,10,15,2,0
5,10,15,3,0
5,10,15,5,0
5,12,1,0,0
5,12,2,0,0
5,12,3,0,0
5,12,4,0,0
5,12,5,0,0
5,12,6,0,0
5,12,7,0,0
5,12,8,0,0
5,12,9,0,0
5,12,10,0,0
5,12,1,0,0
5,12,2,0,0
5,12,3,0,0
5,12,4,0,0
5,12,5,0,0
5,12,6,0,0
5,12,7,0,0
5,12,8,0,0
5,12,9,0,0
5,12,10,0,0
5,12,11,0,1
5,12,11,4,0
5,12,11,1,0
5,12,11,2,0
5,12,11,3,0
5,12,11,5,0
5,12,12,0,0
5,12,12,4,0
5,12,12,1,0
5,12,12,2,0
5,12,12,3,0
5,12,12,5,0
5,13,1,0,1
5,13,2,0,1
5,13,5,0,1
5,13,3,0,1
5,13,4,0,1
5,13,7,0,1
5,13,8,0,1
5,13,6,0,1
5,13,9,0,1
5,13,10,0,1
5,13,11,0,0
5,13,12,0,0
5,13,12,0,1
5,13,14,0,1
5,13,15,0,0
5,13,12,0,1
5,13,12,4,1
5,13,12,1,1
5,13,12,2,1
5,13,12,3,1
5,13,12,5,1
5,13,15,0,1
5,13,15,4,1
5,13,15,1,1
5,13,15,2,1
5,13,15,3,1
5,13,15,5,1
5,3,1,0,0
5,3,2,0,1
5,3,3,0,0
5,3,4,0,0
5,3,5,0,0
5,3,6,0,0
5,3,7,0,0
5,3,8,0,0
5,3,9,0,0
5,3,10,0,1
5,3,1,0,0
5,3,2,0,1
5,3,3,0,0
5,3,4,0,0
5,3,5,0,0
5,3,6,0,0
5,3,7,0,0
5,3,8,0,0
5,3,9,0,0
5,3,10,0,1
5,3,12,0,1
5,3,12,4,0
5,3,12,1,0
5,3,12,2,0
5,3,12,3,0
5,3,12,5,0
5,3,12,0,1
5,3,12,4,0
5,3,12,1,0
5,3,12,2,0
5,3,12,3,0
5,3,12,5,0
5,5,11,0,0
5,5,11,4,0
5,5,11,1,0
5,5,11,2,0
5,5,11,3,0
5,5,11,5,0
5,5,12,0,0
5,5,12,4,0
5,5,12,1,0
5,5,12,2,0
5,5,12,3,0
5,5,12,5,0
5,5,14,0,0
5,5,14,4,1
5,5,14,1,0
5,5,14,2,0
5,5,14,3,0
5,5,14,5,0
5,5,15,0,0
5,5,15,4,0
5,5,15,1,0
5,5,15,2,0
5,5,15,3,0
5,5,15,5,0
5,7,1,0,1
5,7,2,0,0
5,7,3,0,1
5,7,4,0,1
5,7,5,0,0
5,7,6,0,0
5,7,7,0,1
5,7,8,0,1
5,7,9,0,0
5,7,10,0,0
5,7,11,0,1
5,7,12,0,0
5,7,12,0,1
5,7,14,0,1
5,7,15,0,0
5,7,11,0,0
5,7,11,4,0
5,7,11,1,0
5,7,11,2,0
5,7,11,3,0
5,7,11,5,0
5,7,15,0,0
5,7,15,4,0
5,7,15,1,0
5,7,15,2,0
5,7,15,3,0
5,7,15,5,0
5,10,1,0,0
5,10,2,0,1
5,10,3,0,0
5,10,4,0,0
5,10,5,0,0
5,10,6,0,1
5,10,7,0,0
5,10,8,0,0
5,10,9,0,1
5,10,10,0,1
5,10,1,0,0
5,10,2,0,1
5,10,3,0,0
5,10,4,0,0
5,10,5,0,1
5,10,6,0,1
5,10,7,0,0
5,10,8,0,0
5,10,9,0,1
5,10,10,0,1
5,10,11,0,1
5,10,11,4,0
5,10,11,1,0
5,10,11,2,0
5,10,11,3,0
5,10,11,5,0
5,10,12,0,1
5,10,12,4,0
5,10,12,1,0
5,10,12,2,0
5,10,12,3,0
5,10,12,5,0
5,10,14,0,1
5,10,14,4,1
5,10,14,1,1
5,10,14,2,1
5,10,14,3,1
5,10,14,5,1
5,10,15,0,0
5,10,15,4,0
5,10,15,1,0
5,10,15,2,0
5,10,15,3,0
5,10,15,5,0
5,11,1,0,0
5,11,2,0,0
5,11,3,0,0
5,11,4,0,0
5,11,5,0,0
5,11,6,0,1
5,11,7,0,0
5,11,8,0,0
5,11,9,0,1
5,11,10,0,1
5,11,12,0,1
5,11,12,4,0
5,11,12,1,0
5,11,12,2,0
5,11,12,3,0
5,11,12,5,0
5,11,14,0,1
5,11,14,4,1
5,11,14,1,0
5,11,14,2,0
5,11,14,3,0
5,11,14,5,0
5,11,15,0,1
5,11,15,4,0
5,11,15,1,0
5,11,15,2,0
5,11,15,3,0
5,11,15,5,0
5,15,1,0,0
5,15,2,0,0
5,15,3,0,0
5,15,4,0,0
5,15,5,0,0
5,15,6,0,1
5,15,7,0,0
5,15,8,0,0
5,15,9,0,1
5,15,10,0,1
5,15,11,0,1
5,15,12,0,0
5,15,12,0,0
5,15,14,0,1
5,15,15,0,0
5,15,14,0,1
5,15,14,4,1
5,15,14,1,1
5,15,14,2,1
5,15,14,3,1
5,15,14,5,1
5,15,15,0,0
5,15,15,4,0
5,15,15,1,0
5,15,15,2,0
5,15,15,3,0
5,15,15,5,0
5,4,1,0,0
5,4,2,0,0
5,4,3,0,0
5,4,4,0,0
5,4,5,0,0
5,4,6,0,0
5,4,7,0,1
5,4,8,0,0
5,4,9,0,0
5,4,10,0,1
5,4,11,0,1
5,4,12,0,0
5,4,12,0,1
5,4,14,0,1
5,4,15,0,0
5,4,11,0,1
5,4,11,4,1
5,4,11,1,1
5,4,11,2,1
5,4,11,3,1
5,4,11,5,1
5,4,12,0,1
5,4,12,4,0
5,4,12,1,0
5,4,12,2,0
5,4,12,3,1
5,4,12,5,0
5,5,1,0,0
5,5,2,0,0
5,5,5,0,0
5,5,4,0,0
5,5,3,0,0
5,5,7,0,1
5,5,8,0,0
5,5,6,0,1
5,5,9,0,0
5,5,10,0,1
5,5,11,0,1
5,5,11,4,1
5,5,11,1,1
5,5,11,2,1
5,5,11,3,1
5,5,11,5,1
5,5,12,0,1
5,5,12,4,1
5,5,12,1,1
5,5,12,2,1
5,5,12,3,1
5,5,12,5,1
5,5,15,0,1
5,5,15,4,0
5,5,15,1,0
5,5,15,2,0
5,5,15,3,0
5,5,15,5,0
5,7,1,0,0
5,7,2,0,0
5,7,3,0,0
5,7,4,0,0
5,7,5,0,0
5,7,6,0,1
5,7,7,0,1
5,7,8,0,0
5,7,9,0,0
5,7,10,0,1
5,7,11,0,1
5,7,12,0,1
5,7,12,0,1
5,7,14,0,1
5,7,15,0,1
5,7,11,0,1
5,7,11,4,1
5,7,11,1,1
5,7,11,2,1
5,7,11,3,1
5,7,11,5,1
5,7,12,0,1
5,7,12,4,1
5,7,12,1,1
5,7,12,2,1
5,7,12,3,1
5,7,12,5,1
5,8,1,0,0
5,8,2,0,0
5,8,3,0,0
5,8,4,0,0
5,8,5,0,0
5,8,6,0,0
5,8,7,0,0
5,8,8,0,0
5,8,9,0,0
5,8,10,0,0
5,8,1,0,0
5,8,2,0,0
5,8,3,0,0
5,8,4,0,0
5,8,5,0,0
5,8,6,0,0
5,8,7,0,0
5,8,8,0,0
5,8,9,0,0
5,8,10,0,1
5,8,12,0,1
5,8,12,4,0
5,8,12,1,0
5,8,12,2,0
5,8,12,3,0
5,8,12,5,0
5,8,14,0,1
5,8,14,4,1
5,8,14,1,1
5,8,14,2,1
5,8,14,3,1
5,8,14,5,1
5,13,11,0,0
5,13,12,0,1
5,13,12,0,1
5,13,14,0,1
5,13,15,0,1
5,13,11,0,1
5,13,11,4,0
5,13,11,1,0
5,13,11,2,0
5,13,11,3,0
5,13,11,5,0
5,13,14,0,1
5,13,14,4,1
5,13,14,1,1
5,13,14,2,1
5,13,14,3,1
5,13,14,5,1
5,13,15,0,1
5,13,15,4,1
5,13,15,1,1
5,13,15,2,1
5,13,15,3,1
5,13,15,5,1
5,14,1,0,1
5,14,2,0,0
5,14,3,0,0
5,14,4,0,0
5,14,5,0,1
5,14,6,0,1
5,14,7,0,1
5,14,8,0,1
5,14,9,0,0
5,14,10,0,1
5,14,11,0,1
5,14,12,0,0
5,14,12,0,1
5,14,14,0,1
5,14,15,0,1
5,14,14,0,1
5,14,14,4,1
5,14,14,1,1
5,14,14,2,1
5,14,14,3,1
5,14,14,5,1
5,14,15,0,1
5,14,15,4,1
5,14,15,1,1
5,14,15,2,1
5,14,15,3,1
5,14,15,5,1
6,1,3,0,1
6,1,8,0,1
6,1,10,0,1
6,1,12,1,1
6,1,12,3,1
6,2,3,0,1
6,2,6,0,1
6,2,9,0,1
6,2,11,1,1
6,2,15,4,1
6,6,11,1,0
6,6,11,3,1
6,6,12,0,0
6,6,12,2,0
6,6,12,4,1
6,6,15,3,1
6,10,2,0,0
6,10,5,0,0
6,10,5,0,0
6,10,6,0,1
6,10,11,1,0
6,10,12,2,0
6,10,12,3,0
6,11,2,0,0
6,11,6,0,1
6,11,8,0,0
6,11,12,0,0
6,11,12,2,0
6,12,3,0,0
6,12,7,0,0
6,12,11,0,1
6,12,12,0,0
6,12,12,0,0
6,12,12,2,0
6,12,12,5,0
6,12,14,3,1
7,2,2,0,1
7,2,3,0,1
7,2,11,4,1
7,2,11,5,1
7,2,14,0,1
7,2,14,2,1
7,5,12,1,0
7,5,12,1,1
7,5,12,3,1
7,7,5,0,1
7,7,6,0,1
7,7,9,0,1
7,7,7,0,1
7,7,12,2,0
7,7,15,0,1
7,7,15,1,0
7,8,2,0,0
7,8,8,0,0
7,8,9,0,0
7,8,12,0,1
7,8,12,1,1
7,8,12,2,1
7,8,12,5,1
7,8,14,0,1
7,8,15,2,1
7,11,4,0,1
7,11,10,0,1
7,11,2,0,0
7,11,5,0,1
7,11,10,0,1
7,11,14,5,1
7,11,15,4,1
7,11,15,1,0
7,11,15,3,1
7,14,5,0,0
7,14,12,5,0
7,14,12,4,1
8,1,3,0,1
8,1,4,0,1
8,1,8,0,1
8,1,6,0,1
8,1,10,0,1
8,1,2,0,1
8,1,10,0,1
8,1,12,0,1
8,1,12,2,0
8,1,12,3,1
8,4,9,0,0
8,4,12,0,0
8,4,12,2,0
8,8,12,1,0
8,8,12,2,1
8,8,12,3,1
8,8,12,1,1
8,8,15,2,1
8,10,4,0,1
8,10,9,0,1
8,10,10,0,1
8,10,15,0,1
8,10,11,0,1
8,10,12,4,0
8,10,12,1,0
8,10,12,2,0
8,10,15,0,1
8,11,12,2,0
8,11,12,3,0
8,11,12,4,0
8,11,12,3,1
8,11,15,4,1
8,11,15,1,1
8,14,1,0,1
8,14,6,0,1
8,14,7,0,1
8,14,10,0,1
8,14,12,0,0
8,14,12,2,0
8,14,14,2,0
8,2,1,0,1
8,2,6,0,1
8,2,7,0,0
8,2,10,0,1
8,2,14,0,0
8,2,14,3,1
8,5,5,0,0
8,5,11,0,0
8,5,11,2,0
8,5,11,3,1
8,5,12,1,1
8,5,12,2,0
8,9,10,0,1
8,9,2,0,0
8,9,5,0,0
8,10,1,0,0
8,10,2,0,0
8,10,4,0,0
8,10,5,0,0
8,10,7,0,0
8,10,10,0,1
8,10,1,0,0
8,10,3,0,0
8,10,4,0,0
8,10,9,0,0
8,10,12,1,1
8,10,14,0,1
8,10,15,5,0
8,12,12,0,1
8,12,12,4,0
8,12,12,5,0
8,12,12,1,1
8,12,12,3,1
8,12,14,4,1
8,12,14,3,1
8,12,15,4,0
8,12,15,3,0
8,14,14,0,1
8,14,15,0,0
