733,thermostat,close family,no condition,0
733,shopping,assistant provider,if the data is kept confidential,0
733,shopping,assistant provider,no condition,0
733,camera,advertising agencies,if the data is kept confidential,0
733,camera,law enforcement agencies,if the data is kept confidential,0
733,shopping,advertising agencies,no condition,0
1194,location,skills,if the data is kept confidential,0
1194,sleep hours,skills,if you are notified,1
1194,sleep hours,skills,no condition,1
1194,sleep hours,advertising agencies,if the data is kept confidential,1
1194,sleep hours,law enforcement agencies,if the data is stored for as long as necessary for the purpose,0
1194,video call,your parents,no condition,1
1194,video call,your friends,no condition,1
1194,camera,assistant provider,if the data is stored for as long as necessary for the purpose,0
1194,camera,close family,no condition,0
1194,camera,law enforcement agencies,if you are notified,0
1194,banking,skills,if the data is kept confidential,0
1194,video call,neighbours,no condition,1
1194,shopping,skills,no condition,1
1194,location,advertising agencies,if you can delete or review the data,1
1194,camera,law enforcement agencies,if the data is stored for as long as necessary for the purpose,0
1194,shopping,advertising agencies,if you are notified,1
1194,shopping,advertising agencies,if you can delete or review the data,1
1194,video call,your friends,no condition,1
1194,banking,assistant provider,if you can delete or review the data,1
1194,location,skills,no condition,1
1194,banking,skills,no condition,1
1194,shopping,skills,if the data is anonymous,1
1194,shopping,neighbours,no condition,1
1194,camera,skills,if you can delete or review the data,1
1194,video call,visitors in general,no condition,1
1194,sleep hours,skills,if the data is stored for as long as necessary for the purpose,1
1194,location,skills,if you can delete or review the data,1
1194,shopping,your parents,no condition,0
1194,location,skills,if the data is kept confidential,1
1194,banking,law enforcement agencies,if you are notified,0
1194,sleep hours,skills,if the data is anonymous,1
1194,sleep hours,advertising agencies,no condition,1
1194,sleep hours,advertising agencies,if you can delete or review the data,1
1194,shopping,advertising agencies,no condition,1
1194,camera,your partner,no condition,0
1194,video call,close family,no condition,1
1194,video call,skills,if the data is anonymous,1
1194,shopping,advertising agencies,if the data is stored for as long as necessary for the purpose,1
1194,banking,assistant provider,no condition,1
1194,video call,your children,no condition,1
1194,shopping,law enforcement agencies,if the data is anonymous,0
1194,banking,close family,no condition,1
1194,location,assistant provider,no condition,0
1194,sleep hours,your housemates,no condition,1
1194,banking,law enforcement agencies,no condition,1
1194,shopping,your partner,no condition,0
447,video call,your siblings,no condition,1
447,playlists,assistant provider,if you are notified,1
447,weather,your siblings,no condition,0
447,weather,close family,no condition,0
447,camera,law enforcement agencies,no condition,0
447,weather,neighbours,no condition,0
447,healthcare,close family,no condition,0
447,healthcare,skills,if the data is kept confidential,1
447,weather,visitors in general,no condition,0
447,weather,advertising agencies,no condition,1
447,video call,assistant provider,if the data is anonymous,1
447,location,law enforcement agencies,no condition,0
447,location,advertising agencies,if you are notified,1
447,video call,neighbours,no condition,1
447,playlists,advertising agencies,if you are notified,1
447,camera,skills,if the data is anonymous,0
447,location,skills,no condition,1
447,healthcare,advertising agencies,if the data is kept confidential,1
447,camera,skills,if you are notified,0
447,playlists,assistant provider,if you can delete or review the data,1
447,camera,close family,no condition,0
447,playlists,your children,no condition,1
447,video call,advertising agencies,no condition,1
447,playlists,your siblings,no condition,1
447,weather,law enforcement agencies,no condition,0
447,camera,advertising agencies,if you can delete or review the data,1
447,camera,law enforcement agencies,if you can delete or review the data,0
447,video call,law enforcement agencies,if you are notified,0
447,location,your partner,no condition,1
447,weather,your children,no condition,0
447,location,advertising agencies,if the data is stored for as long as necessary for the purpose,1
447,healthcare,house keeper/helper,no condition,0
447,camera,your parents,no condition,0
447,playlists,advertising agencies,if the data is stored for as long as necessary for the purpose,1
447,video call,law enforcement agencies,if the data is stored for as long as necessary for the purpose,0
447,video call,advertising agencies,if the data is anonymous,1
447,video call,advertising agencies,if the data is kept confidential,1
447,playlists,advertising agencies,if you can delete or review the data,1
447,playlists,skills,no condition,1
447,healthcare,skills,no condition,1
447,playlists,your partner,no condition,1
447,location,neighbours,no condition,1
447,playlists,advertising agencies,no condition,1
447,healthcare,your housemates,no condition,0
447,healthcare,your partner,no condition,0
447,healthcare,law enforcement agencies,no condition,1
1033,voice recording,your partner,no condition,0
1033,shopping,skills,no condition,0
1033,voice recording,your partner,no condition,0
1033,weather,advertising agencies,if the data is kept confidential,0
1033,weather,skills,no condition,1
1033,thermostat,your partner,no condition,0
1033,door locker,your partner,no condition,0
1033,todo,advertising agencies,if the data is anonymous,0
1033,banking,advertising agencies,no condition,1
1033,thermostat,neighbours,no condition,1
1033,healthcare,your partner,no condition,0
1033,banking,law enforcement agencies,if you are notified,1
1033,healthcare,close family,no condition,1
1033,todo,law enforcement agencies,if you are notified,1
1033,voice recording,your parents,no condition,0
1033,voice recording,your siblings,no condition,1
1033,door locker,your siblings,no condition,1
1033,todo,advertising agencies,no condition,1
1033,sleep hours,skills,no condition,1
1033,banking,house keeper/helper,no condition,1
1033,voice recording,assistant provider,if the data is anonymous,0
1033,weather,advertising agencies,if you are notified,0
1033,thermostat,assistant provider,no condition,1
1033,video call,skills,if the data is kept confidential,0
1033,voice recording,skills,if you are notified,1
1033,todo,your children,no condition,0
1033,video call,your housemates,no condition,1
1033,door locker,assistant provider,no condition,1
1033,video call,your siblings,no condition,1
1033,voice recording,your children,no condition,0
1033,door locker,skills,no condition,1
1033,door locker,your children,no condition,0
1033,video call,your partner,no condition,0
1033,healthcare,visitors in general,no condition,1
1033,sleep hours,skills,if you are notified,1
1033,banking,law enforcement agencies,if you can delete or review the data,0
1033,thermostat,visitors in general,no condition,0
1033,door locker,assistant provider,if the data is anonymous,0
1033,shopping,skills,if the data is anonymous,0
1033,shopping,skills,if you are notified,1
1033,shopping,skills,if the data is kept confidential,0
1033,todo,assistant provider,no condition,0
1033,healthcare,your partner,no condition,0
1033,video call,house keeper/helper,no condition,1
1033,weather,assistant provider,if you can delete or review the data,0
1033,todo,your housemates,no condition,0
285,banking,visitors in general,no condition,0
285,playlists,your children,no condition,0
285,todo,law enforcement agencies,if you can delete or review the data,0
285,sleep hours,your children,no condition,0
285,email,house keeper/helper,no condition,0
285,location,skills,if the data is anonymous,0
285,weather,your partner,no condition,0
285,camera,skills,if the data is stored for as long as necessary for the purpose,0
285,location,assistant provider,if the data is stored for as long as necessary for the purpose,0
285,location,neighbours,no condition,0
285,banking,assistant provider,if the data is anonymous,0
285,camera,skills,no condition,0
285,location,visitors in general,no condition,1
285,location,skills,if you can delete or review the data,0
285,location,advertising agencies,if the data is kept confidential,0
285,location,skills,if the data is stored for as long as necessary for the purpose,0
285,email,your children,no condition,1
285,location,skills,no condition,0
285,todo,advertising agencies,no condition,0
285,banking,house keeper/helper,no condition,0
285,sleep hours,law enforcement agencies,if the data is stored for as long as necessary for the purpose,0
285,todo,assistant provider,if the data is stored for as long as necessary for the purpose,0
285,camera,skills,no condition,0
285,playlists,skills,if you are notified,0
285,banking,law enforcement agencies,no condition,1
285,location,law enforcement agencies,no condition,1
285,location,advertising agencies,no condition,0
285,playlists,skills,no condition,0
285,camera,skills,if the data is kept confidential,0
285,email,assistant provider,if you are notified,0
285,banking,skills,if the data is kept confidential,0
285,weather,assistant provider,if the data is anonymous,0
285,weather,close family,no condition,0
285,voice recording,close family,no condition,0
285,banking,skills,no condition,1
285,sleep hours,law enforcement agencies,no condition,1
285,weather,visitors in general,no condition,0
285,playlists,law enforcement agencies,no condition,0
285,banking,assistant provider,no condition,0
285,banking,skills,if the data is kept confidential,0
285,voice recording,assistant provider,if the data is kept confidential,0
285,todo,your friends,no condition,0
285,email,visitors in general,no condition,1
285,email,close family,no condition,0
285,banking,skills,if you can delete or review the data,0
285,sleep hours,law enforcement agencies,if you can delete or review the data,0
577,video call,your parents,no condition,0
577,video call,your siblings,no condition,0
577,shopping,close family,no condition,1
577,todo,your housemates,no condition,1
577,todo,advertising agencies,if you are notified,1
577,todo,your siblings,no condition,1
577,camera,skills,if the data is anonymous,1
577,todo,advertising agencies,no condition,1
577,todo,skills,if the data is anonymous,1
577,shopping,your housemates,no condition,1
577,shopping,skills,if the data is kept confidential,1
577,weather,your parents,no condition,1
577,door locker,skills,if the data is stored for as long as necessary for the purpose,1
577,camera,skills,if the data is kept confidential,1
577,shopping,advertising agencies,if the data is stored for as long as necessary for the purpose,1
577,todo,law enforcement agencies,if you are notified,0
577,video call,advertising agencies,no condition,1
577,camera,your children,no condition,0
577,video call,assistant provider,if the data is anonymous,1
577,shopping,skills,if you are notified,1
577,door locker,house keeper/helper,no condition,0
577,video call,skills,no condition,1
577,todo,assistant provider,if you are notified,0
577,video call,assistant provider,no condition,1
577,camera,neighbours,no condition,1
577,camera,skills,if you are notified,1
577,weather,skills,no condition,1
577,shopping,law enforcement agencies,no condition,1
577,video call,visitors in general,no condition,0
577,weather,your siblings,no condition,1
577,shopping,house keeper/helper,no condition,1
577,door locker,law enforcement agencies,if the data is stored for as long as necessary for the purpose,0
577,todo,law enforcement agencies,if you can delete or review the data,0
577,weather,skills,if the data is kept confidential,1
577,door locker,skills,if you can delete or review the data,1
577,door locker,law enforcement agencies,if the data is kept confidential,0
577,todo,skills,if the data is kept confidential,1
577,camera,law enforcement agencies,no condition,0
